المصنَّف	الورقة	ترتيب الورقة	خلية الرأس	رقم الحقل	اسم الحقل	آلية المصدر (AS-IS)	سلوك النظام المستهدف (TO-BE)	قاعدة الظهور	مصدر الحكم	حالة السطح	المتطلب الحاكم	قرار المصالحة
عقود الموردين	م07_سجل_عقود_الموردين	7	AI3	35	حالة الإغلاق ◄	صيغة عابرة للأوراق	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	صيغة حية في المرجع	قائم (AS-IS)	SUP-08	—
عقود الموردين	م07_سجل_عقود_الموردين	7	AJ3	36	علم انتهاء قبل عقد العميل ◄	ورقة بلا بيانات	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	اسم الحقل ودلالته	قائم (AS-IS)	SUP-08	—
عقود الموردين	م07_سجل_عقود_الموردين	7	AK3	37	حلقات الحجية المتوفرة (من 20) ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SUP-08	—
عقود الموردين	م07_سجل_عقود_الموردين	7	AL3	38	نسبة اكتمال الملف المستندي ◄	قيمة مثبتة	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قيمة في المرجع	قائم (AS-IS)	SUP-08	—
عقود الموردين	م07_سجل_عقود_الموردين	7	AM3	39	الحلقات المفقودة ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SUP-08	—
عقود الموردين	م07_سجل_عقود_الموردين	7	AN3	40	حالة البيانات	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	قائم (AS-IS)	SUP-08	—
عقود الموردين	م07_سجل_عقود_الموردين	7	AO3	41	ملاحظات	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	قائم (AS-IS)	SUP-08	—
عقود الموردين	م07_سجل_عقود_الموردين	7	AP3	42	المُنشئ	ورقة بلا بيانات	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	اسم الحقل ودلالته	قائم (AS-IS)	SUP-08	—
عقود الموردين	م07_سجل_عقود_الموردين	7	AQ3	43	المراجع	ورقة بلا بيانات	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	اسم الحقل ودلالته	قائم (AS-IS)	SUP-08	—
عقود الموردين	م07_سجل_عقود_الموردين	7	AR3	44	المعتمِد	ورقة بلا بيانات	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	اسم الحقل ودلالته	قائم (AS-IS)	SUP-08	—
عقود الموردين	م07_سجل_عقود_الموردين	7	AS3	45	تاريخ الاعتماد الداخلي	ورقة بلا بيانات	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	اسم الحقل ودلالته	قائم (AS-IS)	SUP-08	—
عقود الموردين	م08_بنود_عقود_الموردين	8	A3	1	رقم البند · SupLine_ID	قيمة مثبتة	مفتاح أساسي مولَّد	يولّده النظام ولا يُحرَّر	قيمة في المرجع	قائم (AS-IS)	SUP-09	—
عقود الموردين	م08_بنود_عقود_الموردين	8	B3	2	كود عقد المورد	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	قائم (AS-IS)	SUP-09	—
عقود الموردين	م08_بنود_عقود_الموردين	8	C3	3	رقم المورد	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	قائم (AS-IS)	SUP-09	—
عقود الموردين	م08_بنود_عقود_الموردين	8	D3	4	اسم المورد (بحث)	قيمة مثبتة	مرجع من قائمة	قائمة اختيار — لا كتابة حرة	قيمة في المرجع	قائم (AS-IS)	SUP-09	—
عقود الموردين	م08_بنود_عقود_الموردين	8	E3	5	رقم بند عقد العميل المقابل	ورقة بلا بيانات	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	اسم الحقل ودلالته	قائم (AS-IS)	SUP-09	—
عقود الموردين	م08_بنود_عقود_الموردين	8	F3	6	نموذج العمل	قيمة مثبتة	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SUP-09	حُسم بالمتطلب: إدخال أعمال ← موروث بالإسناد من الأب
عقود الموردين	م08_بنود_عقود_الموردين	8	G3	7	نوع الآلية/البند	قيمة مثبتة	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SUP-09	حُسم بالمتطلب: إدخال أعمال ← موروث بالإسناد من الأب
عقود الموردين	م08_بنود_عقود_الموردين	8	H3	8	وحدة القياس	قيمة مثبتة	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SUP-09	حُسم بالمتطلب: إدخال أعمال ← موروث بالإسناد من الأب
عقود الموردين	م08_بنود_عقود_الموردين	8	I3	9	الحصة الشهرية المتعاقدة	قيمة مثبتة	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SUP-09	حُسم بالمتطلب: إدخال أعمال ← موروث بالإسناد من الأب
عقود الموردين	م08_بنود_عقود_الموردين	8	J3	10	سعر الوحدة الأساسي	ورقة بلا بيانات	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SUP-09	حُسم بالمتطلب: لقطة تعاقدية ← موروث بالإسناد من الأب
عقود الموردين	م08_بنود_عقود_الموردين	8	K3	11	سعر الوحدة الإضافي	ورقة بلا بيانات	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SUP-09	حُسم بالمتطلب: لقطة تعاقدية ← موروث بالإسناد من الأب
عقود الموردين	م08_بنود_عقود_الموردين	8	L3	12	سعر السداد ≤15 يومًا	ورقة بلا بيانات	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SUP-09	حُسم بالمتطلب: لقطة تعاقدية ← موروث بالإسناد من الأب
عقود الموردين	م08_بنود_عقود_الموردين	8	M3	13	سعر السداد 15–45	ورقة بلا بيانات	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SUP-09	حُسم بالمتطلب: لقطة تعاقدية ← موروث بالإسناد من الأب
عقود الموردين	م08_بنود_عقود_الموردين	8	N3	14	سعر السداد >45	ورقة بلا بيانات	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SUP-09	حُسم بالمتطلب: لقطة تعاقدية ← موروث بالإسناد من الأب
عقود الموردين	م08_بنود_عقود_الموردين	8	O3	15	المبلغ الشهري الأساسي	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	قائم (AS-IS)	SUP-09	—
عقود الموردين	م08_بنود_عقود_الموردين	8	P3	16	عدد الورديات	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	قائم (AS-IS)	SUP-09	—
عقود الموردين	م08_بنود_عقود_الموردين	8	Q3	17	العملة	قيمة مثبتة	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SUP-09	حُسم بالمتطلب: إدخال أعمال ← موروث بالإسناد من الأب
عقود الموردين	م08_بنود_عقود_الموردين	8	R3	18	سريان التركيبة من	قيمة مثبتة	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SUP-09	حُسم بالمتطلب: إدخال أعمال ← موروث بالإسناد من الأب
عقود الموردين	م08_بنود_عقود_الموردين	8	S3	19	إلى	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-09	—
عقود الموردين	م08_بنود_عقود_الموردين	8	T3	20	Pricing_Model	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-09	—
عقود الموردين	م08_بنود_عقود_الموردين	8	U3	21	Billing_UOM	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-09	—
عقود الموردين	م08_بنود_عقود_الموردين	8	V3	22	Minimum_Qty (أساس الخانة)	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-09	—
عقود الموردين	م08_بنود_عقود_الموردين	8	W3	23	Minimum_Period	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-09	—
عقود الموردين	م08_بنود_عقود_الموردين	8	X3	24	Guaranteed_Qty	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	قائم (AS-IS)	SUP-09	—
عقود الموردين	م08_بنود_عقود_الموردين	8	Y3	25	Threshold_Qty	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	قائم (AS-IS)	SUP-09	—
عقود الموردين	م08_بنود_عقود_الموردين	8	Z3	26	Shortfall_Bearer	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-09	—
عقود الموردين	م08_بنود_عقود_الموردين	8	AA3	27	Pricing_Reference	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	قائم (AS-IS)	SUP-09	—
عقود الموردين	م08_بنود_عقود_الموردين	8	AB3	28	النسخة السعرية	قيمة مثبتة	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SUP-09	حُسم بالمتطلب: إدخال أعمال ← موروث بالإسناد من الأب
عقود الموردين	م08_بنود_عقود_الموردين	8	AC3	29	حالة البند	قيمة مثبتة	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SUP-09	حُسم بالمتطلب: إدخال أعمال ← موروث بالإسناد من الأب
عقود الموردين	م08_بنود_عقود_الموردين	8	AD3	30	مصدر السعر/الحجية	قيمة مثبتة	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SUP-09	حُسم بالمتطلب: إدخال أعمال ← موروث بالإسناد من الأب
عقود الموردين	م08_بنود_عقود_الموردين	8	AE3	31	ملاحظات	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	قائم (AS-IS)	SUP-09	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	A3	1	كود عقد المورد · Sup_Contract_ID	قيمة مثبتة	مفتاح أساسي مولَّد	يولّده النظام ولا يُحرَّر	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	B3	2	رقم المورد	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	C3	3	اسم المورد (بحث)	قيمة مثبتة	مرجع من قائمة	قائمة اختيار — لا كتابة حرة	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	D3	4	نموذج العمل	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	E3	5	تكييف الوثيقة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	F3	6	مستوى الحجية	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	G3	7	الوقود ▼	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	H3	8	الزيوت ▼	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	I3	9	الصيانة ▼	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	J3	10	قطع الغيار ▼	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	K3	11	المشغل (السائق) ▼	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	L3	12	السكن والإعاشة ▼	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	M3	13	ترحيل الذهاب (Mobilization) ▼	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	N3	14	ترحيل العودة (Demobilization) ▼	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	O3	15	الضرر ▼	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	P3	16	الانتظار ▼	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	Q3	17	التوقف ▼	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	R3	18	العطل ▼	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	S3	19	التأمين ▼	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	T3	20	المخالفات ▼	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	U3	21	عدد البنود المحددة ◄	صيغة داخلية	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	V3	22	حالة تعبئة المصفوفة ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	W3	23	المرجع (نص العقد/الملحق)	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	X3	24	المُعبِّئ	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	Y3	25	تاريخ التعبئة	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	Z3	26	حالة البيانات	ورقة بلا بيانات	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	اسم الحقل ودلالته	قائم (AS-IS)	SUP-10	—
عقود الموردين	م09_مصفوفة_المسؤوليات_والتكاليف	9	AA3	27	ملاحظات	ورقة بلا بيانات	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	اسم الحقل ودلالته	قائم (AS-IS)	SUP-10	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	A3	1	كود الخانة · Slot_ID	قيمة مثبتة	مفتاح أساسي مولَّد	يولّده النظام ولا يُحرَّر	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	B3	2	التسلسل الزمني للخانة ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	C3	3	رقم العميل	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	D3	4	نموذج العمل	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	E3	5	رقم العقد	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	F3	6	رقم التجديد (الحاوية)	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	G3	7	مفتاح الحاوية · Key	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	H3	8	رقم المورد	ورقة بلا بيانات	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	اسم الحقل ودلالته	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	I3	9	اسم المورد (بحث)	قيمة مثبتة	مرجع من قائمة	قائمة اختيار — لا كتابة حرة	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	J3	10	كود عقد المورد	ورقة بلا بيانات	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	اسم الحقل ودلالته	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	K3	11	نوع الآلية/البند	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	L3	12	وحدة القياس	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	M3	13	نوع الخانة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	N3	14	التصنيف (استمرارية)	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	O3	15	عدد خانات الآلية	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	P3	16	الدور المستنتَج	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	Q3	17	أساس الخانة الشهري ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	R3	18	أشهر عقد المورد بالحاوية (كما ورد)	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	S3	19	أشهر منقضية ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	T3	20	أشهر الحاوية (إجمالي) ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	U3	21	خانات-شهر ◄	صيغة داخلية	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	V3	22	حصة المورد ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	W3	23	المستهدف الشهري	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	X3	24	المعدات الأساسية المطلوبة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	Y3	25	الأساسية المتاحة ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	Z3	26	الاحتياطية ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	AA3	27	فجوة الأساسية ◄	قيمة مثبتة	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	AB3	28	أساسية نشطة (حي) ◄	صيغة عابرة للأوراق	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	صيغة حية في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	AC3	29	علم عجز معدات ◄	صيغة داخلية	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	AD3	30	نسبة تغطية المعدات ◄	قيمة مثبتة	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	AE3	31	الاعتماد على الاحتياطي ◄	ورقة بلا بيانات	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	اسم الحقل ودلالته	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	AF3	32	المنفَّذ ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	AG3	33	نسبة التحقق ◄	قيمة مثبتة	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	AH3	34	سريان الحصة من	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	AI3	35	إلى	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	AJ3	36	سعر وحدة المورد (م08) ◄	ورقة بلا بيانات	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	اسم الحقل ودلالته	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	AK3	37	سعر بيع الوحدة (قراءة) ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	AL3	38	هامش الوحدة ◄	صيغة داخلية	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	AM3	39	علم هامش سالب ◄	صيغة داخلية	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	AN3	40	حالة الخانة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	AO3	41	الحجية	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
عقود الموردين	م10_الحصص_والحاويات_التعاقدية	10	AP3	42	إجمالي التزام العميل (مصدر)	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SUP-11	—
