الشاشة,الجدول,"تسمية العمود",الحكم,"العمود المقترح",النوع,السبب,"قرار المالك"
Governance/activation_patterns.php,governance_flags,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/activation_patterns.php,governance_flags,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`governance_flags` لا يحمله — يلزم قرار",
Governance/activation_patterns.php,governance_flags,"تاريخ الإنشاء",MANUAL,created_at,,"مشتقٌّ من `created_at` و`governance_flags` لا يحمله — يلزم قرار",
Governance/activation_patterns.php,governance_flags,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/activation_patterns.php,governance_flags,"المنشئ — الاسم والصفة",MANUAL,created_by,,"مشتقٌّ من `created_by` و`governance_flags` لا يحمله — يلزم قرار",
Governance/activation_patterns.php,governance_flags,المرفق,MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/break_glass.php,,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Governance/break_glass.php,,الحالة,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/canonical_names.php,,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Governance/canonical_names.php,,"المنشئ — الاسم والصفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/canonical_names.php,,"المعتمد — الاسم والصفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/canonical_names.php,,"تاريخ الاعتماد",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/canonical_names.php,,الحالة,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/doc_types.php,,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Governance/doc_types.php,,"المنشئ — الاسم والصفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/doc_types.php,,الحالة,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/entities_registry.php,entity_licenses,"كود الكيان",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Governance/entities_registry.php,entity_licenses,"الاسم القانوني الكامل",NEW,legal_name,text,"لا عمودَ له في `entity_licenses` — يُنشأ **اختياريًّا** (NULL)",
Governance/entities_registry.php,entity_licenses,"الشكل النظامي",NEW,legal_form,text,"لا عمودَ له في `entity_licenses` — يُنشأ **اختياريًّا** (NULL)",
Governance/entities_registry.php,entity_licenses,"بلد التسجيل",NEW,registration_country,text,"لا عمودَ له في `entity_licenses` — يُنشأ **اختياريًّا** (NULL)",
Governance/entities_registry.php,entity_licenses,"جهة التسجيل",NEW,registration_authority,text,"لا عمودَ له في `entity_licenses` — يُنشأ **اختياريًّا** (NULL)",
Governance/entities_registry.php,entity_licenses,"رقم السجل",NEW,commercial_reg_no,text,"لا عمودَ له في `entity_licenses` — يُنشأ **اختياريًّا** (NULL)",
Governance/entities_registry.php,entity_licenses,"الرقم الضريبي",NEW,tax_id,text,"لا عمودَ له في `entity_licenses` — يُنشأ **اختياريًّا** (NULL)",
Governance/entities_registry.php,entity_licenses,"العنوان المسجل",NEW,registered_address,textarea,"لا عمودَ له في `entity_licenses` — يُنشأ **اختياريًّا** (NULL)",
Governance/entities_registry.php,entity_licenses,"تاريخ التأسيس",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Governance/entities_registry.php,entity_licenses,"كيان مجموعة؟",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Governance/entities_registry.php,entity_licenses,"اكتمال الملكية",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Governance/entities_registry.php,entity_licenses,سجله,MANUAL,created_by,,"مشتقٌّ من `created_by` و`entity_licenses` لا يحمله — يلزم قرار",
Governance/entities_registry.php,entity_licenses,"تاريخ التسجيل",BIND,created_at,derived,"مشتقٌّ من `created_at` القائمِ في `entity_licenses` — بلا هجرة",
Governance/entities_registry.php,entity_licenses,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/entities_registry.php,entity_licenses,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`entity_licenses` لا يحمله — يلزم قرار",
Governance/entities_registry.php,entity_licenses,"تاريخ الإنشاء",MANUAL,created_at,,"تسميتانِ في الشاشةِ تؤولانِ إلى `created_at` — تصادمُ مفتاحٍ يلزمه قرار",
Governance/entities_registry.php,entity_licenses,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/entities_registry.php,entity_licenses,"المعتمد — الاسم والصفة",MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`entity_licenses` لا يحمله — يلزم قرار",
Governance/entities_registry.php,entity_licenses,"سجل الاطلاع",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/entities_registry.php,entity_licenses,المرفق,MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/exceptions.php,,"تاريخ الاعتماد",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/exceptions.php,,الحالة,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/exceptions.php,,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Governance/exceptions.php,,"المنشئ — الاسم والصفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/exceptions.php,,"تاريخ الإنشاء",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/exceptions.php,,"مرجع التفويض",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/exceptions.php,,"المرجع الأب",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/exceptions.php,,المرفق,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/gov_reports.php,cmp03_screen_rows,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Governance/gov_reports.php,cmp03_screen_rows,"المنشئ — الاسم والصفة",BIND,created_by,derived,"مشتقٌّ من `created_by` القائمِ في `cmp03_screen_rows` — بلا هجرة",
Governance/gov_reports.php,cmp03_screen_rows,"المعتمد — الاسم والصفة",MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`cmp03_screen_rows` لا يحمله — يلزم قرار",
Governance/gov_reports.php,cmp03_screen_rows,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/gov_reports.php,cmp03_screen_rows,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/gov_reports.php,cmp03_screen_rows,"تاريخ الإنشاء",BIND,created_at,derived,"مشتقٌّ من `created_at` القائمِ في `cmp03_screen_rows` — بلا هجرة",
Governance/gov_reports.php,cmp03_screen_rows,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`cmp03_screen_rows` لا يحمله — يلزم قرار",
Governance/gov_reports.php,cmp03_screen_rows,الحالة,BIND,status,derived,"مشتقٌّ من `status` القائمِ في `cmp03_screen_rows` — بلا هجرة",
Governance/guard_denials.php,guard_denials,الحالة,MANUAL,status,,"مشتقٌّ من `status` و`guard_denials` لا يحمله — يلزم قرار",
Governance/guard_denials.php,guard_denials,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Governance/guards.php,,الحالة,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/guards.php,,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Governance/guards.php,,"المنشئ — الاسم والصفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/guards.php,,"تاريخ الإنشاء",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/guards.php,,"المعتمد — الاسم والصفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/guards.php,,"تاريخ الاعتماد",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/guards.php,,"مرجع التفويض",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/guards.php,,"المرجع الأب",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/guards.php,,المرفق,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/licenses_guarantees.php,entity_licenses,"الرقم أو المرجع",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Governance/licenses_guarantees.php,entity_licenses,المستفيد,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Governance/licenses_guarantees.php,entity_licenses,"تاريخ الإصدار",BIND,issue_date,existing,"`issue_date` قائمٌ في `entity_licenses` — وصلٌ بلا هجرة",
Governance/licenses_guarantees.php,entity_licenses,"المدة المتبقية",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Governance/licenses_guarantees.php,entity_licenses,"شرط التمديد التلقائي",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Governance/licenses_guarantees.php,entity_licenses,الرسوم,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Governance/licenses_guarantees.php,entity_licenses,"حالة الرد أو المصادرة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Governance/licenses_guarantees.php,entity_licenses,المسؤول,NEW,responsible,text,"لا عمودَ له في `entity_licenses` — يُنشأ **اختياريًّا** (NULL)",
Governance/licenses_guarantees.php,entity_licenses,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/licenses_guarantees.php,entity_licenses,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`entity_licenses` لا يحمله — يلزم قرار",
Governance/licenses_guarantees.php,entity_licenses,"تاريخ الإنشاء",BIND,created_at,derived,"مشتقٌّ من `created_at` القائمِ في `entity_licenses` — بلا هجرة",
Governance/licenses_guarantees.php,entity_licenses,"المنشئ — الاسم والصفة",MANUAL,created_by,,"مشتقٌّ من `created_by` و`entity_licenses` لا يحمله — يلزم قرار",
Governance/licenses_guarantees.php,entity_licenses,"المعتمد — الاسم والصفة",MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`entity_licenses` لا يحمله — يلزم قرار",
Governance/licenses_guarantees.php,entity_licenses,المرفق,MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/licenses_guarantees.php,entity_licenses,"مركز التكلفة",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/licenses_guarantees.php,entity_licenses,"سعر الصرف ومصدره",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/licenses_guarantees.php,entity_licenses,العملة,MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/ownership_grants.php,ownership_access_grants,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Governance/ownership_grants.php,ownership_access_grants,"المنشئ — الاسم والصفة",MANUAL,created_by,,"مشتقٌّ من `created_by` و`ownership_access_grants` لا يحمله — يلزم قرار",
Governance/ownership_grants.php,ownership_access_grants,"المعتمد — الاسم والصفة",MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`ownership_access_grants` لا يحمله — يلزم قرار",
Governance/ownership_grants.php,ownership_access_grants,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/ownership_grants.php,ownership_access_grants,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/ownership_grants.php,ownership_access_grants,"تاريخ الإنشاء",BIND,created_at,derived,"مشتقٌّ من `created_at` القائمِ في `ownership_access_grants` — بلا هجرة",
Governance/ownership_grants.php,ownership_access_grants,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`ownership_access_grants` لا يحمله — يلزم قرار",
Governance/perm_explain.php,roles,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Governance/portal_users.php,,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Governance/portal_users.php,,"تاريخ الإنشاء",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/portal_users.php,,الحالة,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/portal_users.php,,"المعتمد — الاسم والصفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/portal_users.php,,"تاريخ الاعتماد",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/portal_users.php,,"مرجع التفويض",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/portal_users.php,,"المرجع الأب",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/portal_users.php,,المرفق,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/portal_users.php,,"سجل الاطلاع",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/sensitive_fields.php,,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Governance/sensitive_fields.php,,"المنشئ — الاسم والصفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/sensitive_fields.php,,"المعتمد — الاسم والصفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/sensitive_fields.php,,"تاريخ الاعتماد",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/sensitive_fields.php,,الحالة,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/signing_authority.php,signing_authorities,"رقم التفويض",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Governance/signing_authority.php,signing_authorities,صفته,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Governance/signing_authority.php,signing_authorities,"توقيع مشترك مطلوب؟",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Governance/signing_authority.php,signing_authorities,"من تاريخ",NEW,date_from,date,"لا عمودَ له في `signing_authorities` — يُنشأ **اختياريًّا** (NULL)",
Governance/signing_authority.php,signing_authorities,"إلى تاريخ",NEW,date_to,date,"لا عمودَ له في `signing_authorities` — يُنشأ **اختياريًّا** (NULL)",
Governance/signing_authority.php,signing_authorities,"جهة التصديق",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Governance/signing_authority.php,signing_authorities,أصدره,BIND,created_by,derived,"مشتقٌّ من `created_by` القائمِ في `signing_authorities` — بلا هجرة",
Governance/signing_authority.php,signing_authorities,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Governance/signing_authority.php,signing_authorities,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/signing_authority.php,signing_authorities,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`signing_authorities` لا يحمله — يلزم قرار",
Governance/signing_authority.php,signing_authorities,"تاريخ الإنشاء",BIND,created_at,derived,"مشتقٌّ من `created_at` القائمِ في `signing_authorities` — بلا هجرة",
Governance/signing_authority.php,signing_authorities,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/signing_authority.php,signing_authorities,"المعتمد — الاسم والصفة",MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`signing_authorities` لا يحمله — يلزم قرار",
Governance/signing_authority.php,signing_authorities,المرفق,MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/signing_authority.php,signing_authorities,العملة,MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Governance/state_machines.php,,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Governance/state_machines.php,,"المنشئ — الاسم والصفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Governance/state_machines.php,,الحالة,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Maintenance/equipment_hours_preventive.php,unit_entries,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Maintenance/equipment_hours_preventive.php,unit_entries,"المنشئ — الاسم والصفة",MANUAL,created_by,,"مشتقٌّ من `created_by` و`unit_entries` لا يحمله — يلزم قرار",
Maintenance/equipment_hours_preventive.php,unit_entries,"المعتمد — الاسم والصفة",MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`unit_entries` لا يحمله — يلزم قرار",
Maintenance/equipment_hours_preventive.php,unit_entries,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Maintenance/equipment_hours_preventive.php,unit_entries,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Maintenance/equipment_hours_preventive.php,unit_entries,"تاريخ الإنشاء",BIND,created_at,derived,"مشتقٌّ من `created_at` القائمِ في `unit_entries` — بلا هجرة",
Maintenance/equipment_hours_preventive.php,unit_entries,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`unit_entries` لا يحمله — يلزم قرار",
Maintenance/failure_report.php,mnt_order,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Maintenance/failure_report.php,mnt_order,"المنشئ — الاسم والصفة",BIND,created_by,derived,"مشتقٌّ من `created_by` القائمِ في `mnt_order` — بلا هجرة",
Maintenance/failure_report.php,mnt_order,"المعتمد — الاسم والصفة",MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`mnt_order` لا يحمله — يلزم قرار",
Maintenance/failure_report.php,mnt_order,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Maintenance/failure_report.php,mnt_order,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Maintenance/failure_report.php,mnt_order,"تاريخ الإنشاء",BIND,created_at,derived,"مشتقٌّ من `created_at` القائمِ في `mnt_order` — بلا هجرة",
Maintenance/failure_report.php,mnt_order,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`mnt_order` لا يحمله — يلزم قرار",
Maintenance/failure_report.php,mnt_order,الحالة,MANUAL,status,,"مشتقٌّ من `status` و`mnt_order` لا يحمله — يلزم قرار",
Maintenance/inspections.php,equipments,"رقم التفتيش",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Maintenance/inspections.php,equipments,"كود المعدة",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Maintenance/inspections.php,equipments,الموقع,NEW,location,text,"لا عمودَ له في `equipments` — يُنشأ **اختياريًّا** (NULL)",
Maintenance/inspections.php,equipments,"قراءة العداد",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Maintenance/inspections.php,equipments,"عدد البنود المفحوصة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Maintenance/inspections.php,equipments,"بنود سليمة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Maintenance/inspections.php,equipments,"بنود ملاحظة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Maintenance/inspections.php,equipments,"بنود حرجة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Maintenance/inspections.php,equipments,"قرار التشغيل",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Maintenance/inspections.php,equipments,"سريان القرار حتى",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Maintenance/inspections.php,equipments,التوصيات,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Maintenance/inspections.php,equipments,الفني,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Maintenance/inspections.php,equipments,اعتمده,MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`equipments` لا يحمله — يلزم قرار",
Maintenance/inspections.php,equipments,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Maintenance/inspections.php,equipments,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`equipments` لا يحمله — يلزم قرار",
Maintenance/inspections.php,equipments,"تاريخ الإنشاء",BIND,created_at,derived,"مشتقٌّ من `created_at` القائمِ في `equipments` — بلا هجرة",
Maintenance/inspections.php,equipments,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Maintenance/inspections.php,equipments,"المنشئ — الاسم والصفة",BIND,created_by,derived,"مشتقٌّ من `created_by` القائمِ في `equipments` — بلا هجرة",
Maintenance/inspections.php,equipments,المرفق,MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Maintenance/master_data.php,,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Maintenance/master_data.php,,"المنشئ — الاسم والصفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Maintenance/master_data.php,,"المعتمد — الاسم والصفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Maintenance/master_data.php,,"مرجع التفويض",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Maintenance/master_data.php,,"المرجع الأب",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Maintenance/master_data.php,,"تاريخ الإنشاء",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Maintenance/master_data.php,,"تاريخ الاعتماد",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Maintenance/master_data.php,,الحالة,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Maintenance/orders.php,mnt_order,"رقم الأمر",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Maintenance/orders.php,mnt_order,"تاريخ الفتح",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Maintenance/orders.php,mnt_order,الموقع,NEW,location,text,"لا عمودَ له في `mnt_order` — يُنشأ **اختياريًّا** (NULL)",
Maintenance/orders.php,mnt_order,"التشخيص الفني",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Maintenance/orders.php,mnt_order,"قراءة العداد",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
