الملف,"الشاشة القانونية","اسم الشاشة","الورقة المالكة","العمود الزائد","حكم CMP المقترح",السبب,"قرار المالك (يدخل المستند / يُلغى)","الحكم النافذ (مصالحة U10 · ق-17)"
Suppliers/equipment_plan.php,supplier_equip.php,"معدات المورد ومالكوها","08 · إدارة الموردين","سقف الاحتياطي المسموح","يدخل المستند","موثق بالاسم نفسه في: supplier_plan.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/equipment_plan.php,supplier_equip.php,"معدات المورد ومالكوها","08 · إدارة الموردين",العملة,"يدخل المستند","موثق بالاسم نفسه في: ceo_approvals.php · delegations.php · ceo_contracts.php",,"يدخل المستند — ق-17 إبقاء شامل"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","نوعُ المالك","مرشح للإلغاء","شبهة ازدواج مع «المالك القانوني» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","الممولُ الحالي","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","حصتُه ٪","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين",سريانُها,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين",ملاحظة,"مرشح للإلغاء","من ألفاظ الواجهة لا البيانات",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","رقم الحصة","يدخل المستند","موثق بالاسم نفسه في: supplier_quota.php · shares.php",,"يدخل المستند — ق-17 إبقاء شامل"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","كود العين","مرشح للإلغاء","شبهة ازدواج مع «كود المعدة» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","الممول أو المالك","مرشح للإلغاء","شبهة ازدواج مع «المالك القانوني» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","النسبة المسجَّلة","مرشح للإلغاء","شبهة ازدواج مع «نسبة الملكية» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","النسبة المصححة","مرشح للإلغاء","شبهة ازدواج مع «نسبة الملكية» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","سبب التصحيح","يدخل المستند","موثق بالاسم نفسه في: shares.php",,"يدخل المستند — ق-17 إبقاء شامل"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","من تاريخ","مرشح للإلغاء","شبهة ازدواج مع «تاريخ بدء الملكية» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","إلى تاريخ","مرشح للإلغاء","شبهة ازدواج مع «تاريخ بدء الملكية» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","المشتري عند التخارج","يدخل المستند","موثق بالاسم نفسه في: shares.php",,"يدخل المستند — ق-17 إبقاء شامل"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","مستند التخارج","مرشح للإلغاء","شبهة ازدواج مع «مستند الملكية» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","رأس المال المساهم به","يدخل المستند","موثق بالاسم نفسه في: shares.php",,"يدخل المستند — ق-17 إبقاء شامل"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","تقييم الحصة","يدخل المستند","موثق بالاسم نفسه في: shares.php",,"يدخل المستند — ق-17 إبقاء شامل"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","مستند الحصة","مرشح للإلغاء","شبهة ازدواج مع «مستند الملكية» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","مجموع الحصص النشطة","يدخل المستند","موثق بالاسم نفسه في: shares.php",,"يدخل المستند — ق-17 إبقاء شامل"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين","حالة قيد المئة","مرشح للإلغاء","شبهة ازدواج مع «الحالة» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين",سجّلها,"يدخل المستند","موثق بالاسم نفسه في: equip_meters.php · shares.php · ownership_links.php",,"يدخل المستند — ق-17 إبقاء شامل"
Financing/owners_registry.php,fleet_owners.php,"ملّاك الأسطول","08 · إدارة الموردين",اعتمدها,"يدخل المستند","موثق بالاسم نفسه في: budget_master.php · fin_statements.php · daily_plan.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","نسبة الحصة من الالتزام","مرشح للإلغاء","شبهة ازدواج مع «الحصة المرجعية» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","المستهلَك (الدفتر)","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","التنفيذ ٪","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","تغطيةٌ أعطاها","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين",الفجوة,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","رقم الحصة","مرشح للإلغاء","شبهة ازدواج مع «رقم السطر» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","نموذج العمل","يدخل المستند","موثق بالاسم نفسه في: ceo_contracts.php · project_charter.php · contracts.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","وحدة العمل","مرشح للإلغاء","شبهة ازدواج مع «الوحدة التعاقدية» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","الحصة المخصَّصة (وحدات)","مرشح للإلغاء","شبهة ازدواج مع «الحصة المرجعية» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","حصة المبيعات لهذا النوع","مرشح للإلغاء","شبهة ازدواج مع «نوع المعدة» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","مجموع حصص الموردين لهذا النوع","مرشح للإلغاء","شبهة ازدواج مع «المورد» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","المتبقي من حصة المبيعات","مرشح للإلغاء","شبهة ازدواج مع «الحصة المرجعية» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","معدات أساسية","يدخل المستند","موثق بالاسم نفسه في: supplier_quota.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","معدات احتياطية","يدخل المستند","موثق بالاسم نفسه في: supplier_quota.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","الموزَّع على المعدات","يدخل المستند","موثق بالاسم نفسه في: supplier_quota.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","غير الموزَّع","يدخل المستند","موثق بالاسم نفسه في: supplier_quota.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","الساعات المشتقة من عقد العميل (محسوبة)","مرشح للإلغاء","شبهة ازدواج مع «العقد» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","تاريخ السريان","مرشح للإلغاء","شبهة ازدواج مع «تاريخ القيد» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","تاريخ الانتهاء","مرشح للإلغاء","شبهة ازدواج مع «تاريخ القيد» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","حالة الحصة","مرشح للإلغاء","شبهة ازدواج مع «الحالة» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","مرجع العقد أو الملحق","مرشح للإلغاء","شبهة ازدواج مع «العقد» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","مرجع الترسية","يدخل المستند","موثق بالاسم نفسه في: supplier_quota.php · po.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين",خصّصها,"يدخل المستند","موثق بالاسم نفسه في: supplier_quota.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","نسخة القاعدة المستعملة","يدخل المستند","موثق بالاسم نفسه في: contracts.php · coverage.php · supplier_quota.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","مرجع التفويض","يدخل المستند","موثق بالاسم نفسه في: my_requests.php · messages.php · ceo_approvals.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","تاريخ الاعتماد","مرشح للإلغاء","شبهة ازدواج مع «تاريخ القيد» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","المعتمِد — الاسم والصفة","مرشح للإلغاء","شبهة ازدواج مع «المُنشئ — الاسم والصفة» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","درجة الأثر","يدخل المستند","موثق بالاسم نفسه في: op_assign.php · timesheet.php · production.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين","سجل الاطّلاع","يدخل المستند","موثق بالاسم نفسه في: fin_statements.php · attendance.php · supplier_quota.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/shares_coverage.php,quota_ledger.php,"دفتر استهلاك حصص الموردين","08 · إدارة الموردين",المرفق,"يدخل المستند","موثق بالاسم نفسه في: delegations.php · org_structure.php · org_assignments.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","نوع المعدة","يدخل المستند","موثق بالاسم نفسه في: site_shift_plan.php · daily_plan.php · site_gate_equip.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين",النموذج,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","الطاقة اليومية","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","مهلة الإحلال المتفقة","يدخل المستند","موثق بالاسم نفسه في: supplier_capacity.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين",السريان,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين",ملاحظة,"مرشح للإلغاء","من ألفاظ الواجهة لا البيانات",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","رقم السجل","يدخل المستند","موثق بالاسم نفسه في: readiness.php · shift_log.php · production.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","الطاقة التعاقدية (وحدات)","مرشح للإلغاء","شبهة ازدواج مع «الوحدات المتعاقدة» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","الطاقة المفعَّلة","مرشح للإلغاء","شبهة ازدواج مع «الوحدات المفعَّلة» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","حالات تجاوز المهلة","يدخل المستند","موثق بالاسم نفسه في: supplier_capacity.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","قيمة الجزاء المستحق","مرشح للإلغاء","شبهة ازدواج مع «قيمة الجزاء» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","تاريخ القياس","يدخل المستند","موثق بالاسم نفسه في: supplier_capacity.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","نسخة القاعدة المستعملة","يدخل المستند","موثق بالاسم نفسه في: contracts.php · coverage.php · supplier_quota.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","مرجع التفويض","يدخل المستند","موثق بالاسم نفسه في: my_requests.php · messages.php · ceo_approvals.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","تاريخ الاعتماد","يدخل المستند","موثق بالاسم نفسه في: my_requests.php · messages.php · budget_master.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","تاريخ الإنشاء","يدخل المستند","موثق بالاسم نفسه في: my_requests.php · messages.php · delegations.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","المرجع الأب","يدخل المستند","موثق بالاسم نفسه في: my_requests.php · delegations.php · org_structure.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","المُنشئ — الاسم والصفة","يدخل المستند","موثق بالاسم نفسه في: my_requests.php · messages.php · business_models.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","المعتمِد — الاسم والصفة","يدخل المستند","موثق بالاسم نفسه في: messages.php · business_models.php · ceo_approvals.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","مفتاح منع التكرار","يدخل المستند","موثق بالاسم نفسه في: op_assign.php · timesheet.php · production.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","معكوس بـ","يدخل المستند","موثق بالاسم نفسه في: op_assign.php · timesheet.php · production.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","عكس عن","يدخل المستند","موثق بالاسم نفسه في: op_assign.php · timesheet.php · production.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","درجة الأثر","يدخل المستند","موثق بالاسم نفسه في: op_assign.php · timesheet.php · production.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين",المرفق,"يدخل المستند","موثق بالاسم نفسه في: delegations.php · org_structure.php · org_assignments.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين",المعدة,"يدخل المستند","موثق بالاسم نفسه في: tickets_dept.php · ticket_open.php · quota_ledger.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","الزمن المخطط","مرشح للإلغاء","شبهة ازدواج مع «متوسط زمن الإحلال» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","غير صالح","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","نُقل للتغطية","مرشح للإلغاء","شبهة ازدواج مع «فجوة التغطية» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","غير مسجَّل","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين","الجاهزية الفعلية","مرشح للإلغاء","شبهة ازدواج مع «نسبة الجاهزية» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين",الحد,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/supplier_capacity.php,supplier_perf.php,"أداء الموردين وجاهزيتهم","08 · إدارة الموردين",النوب,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/settlements.php,supplier_settle.php,"تسويات ومستحقات الموردين","08 · إدارة الموردين",الأولي,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/settlements.php,supplier_settle.php,"تسويات ومستحقات الموردين","08 · إدارة الموردين","طلب الدفع","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/settlements.php,supplier_settle.php,"تسويات ومستحقات الموردين","08 · إدارة الموردين",النوع,"يدخل المستند","موثق بالاسم نفسه في: tickets_dept.php · ticket_open.php · ticket_recur.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/settlements.php,supplier_settle.php,"تسويات ومستحقات الموردين","08 · إدارة الموردين",البيان,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/settlements.php,supplier_settle.php,"تسويات ومستحقات الموردين","08 · إدارة الموردين",الأصل,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/settlements.php,supplier_settle.php,"تسويات ومستحقات الموردين","08 · إدارة الموردين",المبلغ,"يدخل المستند","موثق بالاسم نفسه في: tickets_dept.php · ticket_open.php · payments.php",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/settlements.php,supplier_settle.php,"تسويات ومستحقات الموردين","08 · إدارة الموردين",الاعتراض,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Finance/supplier_statement_fin.php,supplier_stmt.php,"كشف حساب المورد الشهري","08 · إدارة الموردين",البيان,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Finance/supplier_statement_fin.php,supplier_stmt.php,"كشف حساب المورد الشهري","08 · إدارة الموردين",المبلغ,"يدخل المستند","موثق بالاسم نفسه في: tickets_dept.php · ticket_open.php · payments.php",,"يدخل المستند — ق-17 إبقاء شامل"
Finance/supplier_statement_fin.php,supplier_stmt.php,"كشف حساب المورد الشهري","08 · إدارة الموردين",المصدر,"يدخل المستند","موثق بالاسم نفسه في: equipments.php · journal.php",,"يدخل المستند — ق-17 إبقاء شامل"
Finance/supplier_statement_fin.php,supplier_stmt.php,"كشف حساب المورد الشهري","08 · إدارة الموردين",السياق,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Finance/supplier_statement_fin.php,supplier_stmt.php,"كشف حساب المورد الشهري","08 · إدارة الموردين",العقد,"يدخل المستند","موثق بالاسم نفسه في: contract_review.php · project_charter.php · commercial_risks.php",,"يدخل المستند — ق-17 إبقاء شامل"
Finance/supplier_statement_fin.php,supplier_stmt.php,"كشف حساب المورد الشهري","08 · إدارة الموردين",النموذج,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Finance/supplier_statement_fin.php,supplier_stmt.php,"كشف حساب المورد الشهري","08 · إدارة الموردين",الوحدة,"يدخل المستند","موثق بالاسم نفسه في: margin.php · issue.php · stock.php",,"يدخل المستند — ق-17 إبقاء شامل"
Finance/supplier_statement_fin.php,supplier_stmt.php,"كشف حساب المورد الشهري","08 · إدارة الموردين","سعر الوحدة","مرشح للإلغاء","شبهة ازدواج مع «سعر الصرف ومصدره» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Finance/supplier_statement_fin.php,supplier_stmt.php,"كشف حساب المورد الشهري","08 · إدارة الموردين","أساس الاستعداد","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Finance/supplier_statement_fin.php,supplier_stmt.php,"كشف حساب المورد الشهري","08 · إدارة الموردين","سريان البند","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
