code,kind,state,live_code,screen,code_occurrences,files,verdict
project.create,dictionary,bound_page,page:Projects/projects.php,"المشاريع والمواقع",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
prov.use,dictionary,bound_page,page:Finance/maintenance_provision_fin.php,"مخصص الصيانة والعمرات",2,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
prt.create,dictionary,bound_page,page:Governance/portal_users.php,"حسابات بوابة الأطراف الخارجية",1,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
pwd.change,dictionary,bound_page,page:Settings/change_password.php,"تغيير كلمة المرور",1,app/Services/Work/WorkItemService.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
qual.grant,dictionary,bound_page,page:Workforce/op_qual.php,"تأهيل المشغّلين على أنواع المعدات",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
quota.allocate,dictionary,alias,quota.allocate,"حصص الموردين من العقود",3,"tools/cnt19_probe.php | database/migrations/2027_05_20_upgrade_declared_actions.php | database/migrations/2027_05_21_quota_actions_correct_path.php","bound — مربوطٌ بمعالجٍ حي"
quota.consume,dictionary,alias,quota.consume,"حصص الموردين من العقود",3,"tools/cnt19_probe.php | database/migrations/2027_05_20_upgrade_declared_actions.php | database/migrations/2027_05_21_quota_actions_correct_path.php","bound — مربوطٌ بمعالجٍ حي"
quota.post,dictionary,alias,quota.post,"دفتر استهلاك حصص الموردين",3,"tools/cnt19_probe.php | database/migrations/2027_05_20_upgrade_declared_actions.php | database/migrations/2027_05_21_quota_actions_correct_path.php","bound — مربوطٌ بمعالجٍ حي"
quote.accept,dictionary,bound_page,page:Clients/quotations.php,"عروض الأسعار للعملاء",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
quote.send,dictionary,bound_page,page:Clients/quotations.php,"عروض الأسعار للعملاء",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
rec.collect,dictionary,bound_page,page:Contracts/collections.php,"ذمم العملاء وأعمارها",2,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
rec.provision,dictionary,bound_page,page:Contracts/collections.php,"ذمم العملاء وأعمارها",2,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
rec.stage.advance,dictionary,bound_page,page:Workforce/recruitment_pipeline.php,Workforce,0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
rec.stage.reject,dictionary,bound_page,page:Workforce/recruitment_pipeline.php,Workforce,1,tools/act09_links_check.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
rec.vacancy.open,dictionary,bound_page,page:Workforce/recruitment_pipeline.php,Workforce,0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
receipt.open,dictionary,bound_page,page:Procurement/receipt_custody_proc.php,"الاستلام المؤقت قبل الإدخال",1,tools/u9_def003_binding_campaign.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
recon.close,dictionary,bound_page,page:Equipments/asset_recon.php,"مطابقة سجل الأصول بالتشغيل",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
recon.match,dictionary,bound_page,page:Finance/bank_reconciliation_fin.php,"المطابقة البنكية",2,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
recur.escalate,dictionary,bound_page,page:Tickets/ticket_recurrence.php,"البلاغات المتكررة وسببها الجذري",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
reg.audit,dictionary,bound_page,page:Workforce/contract_registry.php,"سجل العقود الموحَّد",1,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
rel.publish,dictionary,bound_page,page:Portal/release_stamp.php,"بصمة الإصدار وتقرير النشر",1,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
review.block,dictionary,bound_page,page:Portal/contract_review.php,"مراجعة العقود وملاحظاتها",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
review.close,dictionary,bound_page,page:Governance/access_review.php,"دورة المراجعة الدورية للصلاحيات",1,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
rfq.award,dictionary,alias,rfq.award,"طلب العروض ومقارنتها",1,tools/act09_links_check.php,"bound — مربوطٌ بمعالجٍ حي"
rfq.quote,dictionary,alias,rfq.award,"طلب العروض ومقارنتها",0,,"bound — مربوطٌ بمعالجٍ حي"
rfq.send,dictionary,alias,rfq.award,"طلب العروض ومقارنتها",0,,"bound — مربوطٌ بمعالجٍ حي"
risk.decide,dictionary,bound_page,page:Portal/ceo_risk.php,"المخاطر والقرارات العليا",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
risk.fin.evidence,dictionary,bound_page,Risk/risk_actions.php::control_evidence,"المخاطر المالية",1,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
risk.fin.raise,dictionary,bound_page,Risk/risk_actions.php::signal_create,"المخاطر المالية",1,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
risk.fin.view,dictionary,bound_page,Risk/risk_dept_fin.php,"المخاطر المالية",2,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
risk.gov.evidence,dictionary,bound_page,Risk/risk_actions.php::control_evidence,"مخاطر الحوكمة والالتزام",1,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
risk.gov.raise,dictionary,bound_page,Risk/risk_actions.php::signal_create,"مخاطر الحوكمة والالتزام",1,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
risk.gov.view,dictionary,bound_page,Risk/risk_dept_gov.php,"مخاطر الحوكمة والالتزام",2,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
risk.log,dictionary,bound_page,page:Clients/commercial_risks.php,"المخاطر التجارية",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
risk.sal.evidence,dictionary,bound_page,risk.sal.evidence,"دليلُ ضابطٍ تملكه المبيعات",2,"tools/cnt19_probe.php | database/migrations/2027_05_19_risk_gov_pairs_registry.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
risk.sal.raise,dictionary,bound_page,risk.sal.raise,"إبلاغُ إشارةِ خطرٍ من المبيعات",2,"tools/cnt19_probe.php | database/migrations/2027_05_19_risk_gov_pairs_registry.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
risk.sal.view,dictionary,bound_page,risk.sal.view,"عرضُ مخاطرِ المبيعات",2,"tools/cnt19_probe.php | database/migrations/2027_05_19_risk_gov_pairs_registry.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
risk.sup.evidence,dictionary,bound_page,risk.sup.evidence,"دليلُ ضابطٍ يملكه الموردون",2,"tools/cnt19_probe.php | database/migrations/2027_05_19_risk_gov_pairs_registry.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
risk.sup.raise,dictionary,bound_page,risk.sup.raise,"إبلاغُ إشارةِ خطرٍ من الموردين",2,"tools/cnt19_probe.php | database/migrations/2027_05_19_risk_gov_pairs_registry.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
risk.sup.view,dictionary,bound_page,risk.sup.view,"عرضُ مخاطرِ الموردين",2,"tools/cnt19_probe.php | database/migrations/2027_05_19_risk_gov_pairs_registry.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
role.create,dictionary,bound_page,page:Settings/roles.php,"الأدوار وقوالب صلاحياتها",1,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
role.template,dictionary,bound_page,page:Settings/roles.php,"الأدوار وقوالب صلاحياتها",1,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
room.filter,dictionary,declared_unbuilt,,"غرفة عمليات المواقع",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
room.intervene,dictionary,declared_unbuilt,,"غرفة عمليات المواقع",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
rot.schedule,dictionary,bound_page,page:Workforce/rotation.php,"دورات التناوب والإجازة الميدانية",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
route.auto,dictionary,bound_page,page:Tickets/ticket_types_config.php,"تصنيف البلاغ وتوجيهه آليًّا",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
route.define,dictionary,bound_page,page:FinRequests/routing_admin.php,"قواعد توجيه الطلبات المالية",1,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
rpt.export,dictionary,bound_page,"excel.php (إطار التصدير الموحد — سجل تسعة بنود)","إنجاز الإدارة",5,"tools/m10_ac_gate.php | tools/m14_ac_gate.php | tools/u12_setup.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
RSK-ACCEPT,dictionary,bound_page,RSK-ACCEPT,"ملف الخطر",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-APPETITE-SET,dictionary,bound_page,RSK-APPETITE-SET,"شهية المخاطر وحدودها",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-ASSESS-INHERENT,dictionary,bound_page,RSK-ASSESS-INHERENT,"ملف الخطر",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-ASSESS-RESIDUAL,dictionary,bound_page,RSK-ASSESS-RESIDUAL,"ملف الخطر",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-ASSESS-TARGET,dictionary,bound_page,RSK-ASSESS-TARGET,"ملف الخطر",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-ASSIGN-OWNER,dictionary,bound_page,RSK-ASSIGN-OWNER,"سجل المخاطر المركزي",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-CLASSIFY,dictionary,bound_page,RSK-CLASSIFY,"سجل المخاطر المركزي",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-CLOSE,dictionary,bound_page,RSK-CLOSE,"ملف الخطر",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-CREATE,dictionary,bound_page,RSK-CREATE,"سجل المخاطر المركزي",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-CTL-CREATE,dictionary,bound_page,RSK-CTL-CREATE,"الضوابط والضوابط الحرجة",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-CTL-EVIDENCE,dictionary,bound_page,RSK-CTL-EVIDENCE,"مساحة مخاطر الإدارة",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-CTL-FAIL,dictionary,bound_page,RSK-CTL-FAIL,"الضوابط والضوابط الحرجة",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-CTL-LINK,dictionary,bound_page,RSK-CTL-LINK,"ملف الخطر",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-CTL-VERIFY,dictionary,bound_page,RSK-CTL-VERIFY,"الضوابط والضوابط الحرجة",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-ESC-ACK,dictionary,bound_page,RSK-ESC-ACK,"لوحة المخاطر العليا",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-FIELD-SYNC,dictionary,bound_page,RSK-FIELD-SYNC,"مخاطر الميدان",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-INCIDENT-LOG,dictionary,bound_page,RSK-INCIDENT-LOG,"الحوادث والوقائع",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-KRI-THRESHOLD,dictionary,bound_page,RSK-KRI-THRESHOLD,"مؤشرات الخطر الرئيسة",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-KRI-UPDATE,dictionary,bound_page,RSK-KRI-UPDATE,"مؤشرات الخطر الرئيسة",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-MERGE,dictionary,bound_page,RSK-MERGE,"سجل المخاطر المركزي",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-REOPEN,dictionary,bound_page,RSK-REOPEN,"ملف الخطر",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-REPORT-EXPORT,dictionary,bound_page,RSK-REPORT-EXPORT,"تقارير المخاطر والتحليلات",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-REVIEW,dictionary,bound_page,RSK-REVIEW,"مراجعات المخاطر وقراراتها",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-SIG-CONVERT,dictionary,bound_page,RSK-SIG-CONVERT,"إشارات الخطر والفرز",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-SIG-CREATE,dictionary,bound_page,RSK-SIG-CREATE,"إشارات الخطر والفرز",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-SIG-DISMISS,dictionary,bound_page,RSK-SIG-DISMISS,"إشارات الخطر والفرز",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-SIG-ESCALATE,dictionary,bound_page,RSK-SIG-ESCALATE,"إشارات الخطر والفرز",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-SIG-LINK,dictionary,bound_page,RSK-SIG-LINK,"إشارات الخطر والفرز",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-TAXONOMY-DEFINE,dictionary,bound_page,RSK-TAXONOMY-DEFINE,"إعدادات المخاطر والتصنيف",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-TREAT-CREATE,dictionary,bound_page,RSK-TREAT-CREATE,"ملف الخطر",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-TREAT-PROGRESS,dictionary,bound_page,RSK-TREAT-PROGRESS,"إجراءات معالجة المخاطر",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-TREAT-VERIFY,dictionary,bound_page,RSK-TREAT-VERIFY,"إجراءات معالجة المخاطر",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-VIEW-APPETITE,dictionary,bound_page,RSK-VIEW-APPETITE,"شهية المخاطر وحدودها",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-VIEW-BOARD,dictionary,bound_page,RSK-VIEW-BOARD,"لوحة المخاطر العليا",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-VIEW-COMMITTEE,dictionary,bound_page,RSK-VIEW-COMMITTEE,"لجنة المخاطر",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-VIEW-DEPT,dictionary,bound_page,RSK-VIEW-DEPT,"مساحة مخاطر الإدارة",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-VIEW-FIELD,dictionary,bound_page,RSK-VIEW-FIELD,"مخاطر الميدان",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
RSK-VIEW-REGISTER,dictionary,bound_page,RSK-VIEW-REGISTER,"سجل المخاطر المركزي",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
rule.define,dictionary,bound_page,page:Suppliers/supplier_rules.php,"قواعد التحميل والجزاءات على المورد",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
sadv.grant,dictionary,bound_page,page:Suppliers/supplier_advances.php,"سلفيات الموردين",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
sales.gate.pass,dictionary,bound_page,sales.gate.pass,"بوابةُ المبيعاتِ للسلسلة (st.06)",1,database/migrations/2027_05_10_registry_completion.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
sales.model.define,dictionary,bound_page,page:Portal/business_models.php,"نماذج العمل ووحدات القياس",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
sc.activate,dictionary,bound_page,page:Suppliers/supplierscontracts.php,"عقود الموردين",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
screen.workforce.deduction.approve_step,dictionary,bound_page,page:Workforce/deductions.php,Workforce,6,"Workforce/deductions.php | database/migrations/2027_01_29_inj0219_deduction_decision_chain.php | database/migrations/2027_05_08_gate_residue_close.php | database/migrations/2027_05_09_reverse_action_guards.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
screen.workforce.deduction.request_approval,dictionary,bound_page,page:Workforce/deductions.php,Workforce,2,"Workforce/deductions.php | database/migrations/2027_01_29_inj0219_deduction_decision_chain.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
screen.workforce.deduction.reverse_step,dictionary,bound_page,page:Workforce/deductions.php,Workforce,5,"database/migrations/2027_05_08_gate_residue_close.php | database/migrations/2027_05_09_reverse_action_guards.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
se.register,dictionary,alias,se.register,"معدات المورد ومالكوها",2,"tools/cnt19_probe.php | database/migrations/2027_05_20_upgrade_declared_actions.php","bound — مربوطٌ بمعالجٍ حي"
settle.approve,dictionary,bound_page,page:Suppliers/settlements.php,"تسويات ومستحقات الموردين",2,"tools/act09_links_check.php | tools/cnt19_probe.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
share.record,dictionary,alias,financing.share.transfer,"حصص الملكية في الأصول",0,,"bound — مربوطٌ بمعالجٍ حي"
shift.assign,dictionary,bound_page,page:Operations/site_shift_plan.php,"جدول الورديات — النهار والليل",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
shift.close,dictionary,bound_page,page:Operations/shift_log.php,"سجل الوردية",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
shift.entry.record,dictionary,bound_page,shift.entry.record,"قيدُ الوردية اليومي",2,"tools/cnt19_probe.php | database/migrations/2027_04_20_shift_entry_screen_registry.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
shift.entry.void,dictionary,bound_page,shift.entry.void,"قيدُ الوردية اليومي",2,"tools/cnt19_probe.php | database/migrations/2027_04_20_shift_entry_screen_registry.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
shift.open,dictionary,bound_page,page:Operations/shift_log.php,"سجل الوردية",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
sm.define,dictionary,bound_page,page:Governance/state_machines.php,"حالات المستندات وانتقالاتها",1,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
sod.enforce,dictionary,bound_page,page:admin/sec_governance.php,"فصل الواجبات المتعارضة",1,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
source.set,dictionary,bound_page,page:Equipments/equipment_sourcing.php,"مصدر المعدة ونمط تملّكها",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
stmt.client.issue,dictionary,bound_page,Finance/fin_m10_actions.php::stmt_client_issue,"كشف حساب العميل",4,"tools/m10_ac_gate.php | tools/u12_setup.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
stmt.issue,dictionary,bound_page,page:Finance/supplier_statement_fin.php,"كشف حساب المورد الشهري",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
stock.count,dictionary,alias,wh.count.adjust,"الجرد ومعالجة الفروقات",0,,"bound — مربوطٌ بمعالجٍ حي"
stock.issue,dictionary,bound_page,page:Procurement/issue_proc.php,"صرف مواد من المخزن",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
stock.receive,dictionary,declared_unbuilt,,"أرصدة المخزون بحالاتها",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
stock.reorder,dictionary,declared_unbuilt,,"أرصدة المخزون بحالاتها",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
stock.reserve,dictionary,declared_unbuilt,,"أرصدة المخزون بحالاتها",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
stop.attribute,dictionary,alias,ts.stop.assign,"التوقفات وتحديد المتحمل",1,tools/nav09_import_actions.php,"bound — مربوطٌ بمعالجٍ حي"
stop.record,dictionary,alias,ts.stop.assign,"التوقفات وتحديد المتحمل",0,,"bound — مربوطٌ بمعالجٍ حي"
sup.handover.record,dictionary,bound_page,sup.handover.record,"تسليمُ الحصص بين الموردين",2,"tools/cnt19_probe.php | database/migrations/2027_05_05_handover_registry.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
sup.settle.apply,dictionary,bound_page,sup.settle.apply,"تسويات الموردين",2,"tools/cnt19_probe.php | database/migrations/2027_05_05_handover_registry.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
supp.close,dictionary,bound_page,page:Suppliers/supplier_closure.php,"تصفية إنهاء عقد مورد",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
supp.eval,dictionary,alias,financing.deviation.close,"تقييم المورد الدوري",2,"tools/cnt19_probe.php | tools/nav09_import_actions.php","bound — مربوطٌ بمعالجٍ حي"
supplier.activate,dictionary,bound_page,page:Suppliers/suppliers.php,"سجل الموردين",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
supplier.evaluate,dictionary,bound_page,page:Suppliers/suppliers.php,"سجل الموردين",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
supplier.settlement.approve,dictionary,declared_unbuilt,,supplier,9,"tools/act09_links_check.php | tools/act_nine_path.php | tools/act_seed_actions.php | tools/act_seed_contracts.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
supplier.settlement.reverse,dictionary,declared_unbuilt,,supplier,5,"tools/act09_links_check.php | tools/act_seed_actions.php | tools/act_seed_contracts.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
svc.define,dictionary,bound_page,page:Clients/products.php,"كتالوج الخدمات وبنود البيع",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
swap.approve.dept,dictionary,declared_unbuilt,,swap,1,tools/act09_links_check.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
swap.approve.workforce,dictionary,declared_unbuilt,,swap,1,tools/act09_links_check.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
swap.end,dictionary,declared_unbuilt,,swap,1,tools/act09_links_check.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
swap.reject,dictionary,declared_unbuilt,,swap,1,tools/act09_links_check.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
tariff.set,dictionary,bound_page,page:Transport/transfer_tariffs.php,"تعرفة الترحيل وقواعد التحميل",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
task.done,dictionary,bound_page,page:Portal/my_tasks.php,مهامي,0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
tax.file,dictionary,bound_page,page:Contracts/tax_invoices.php,"الفاتورة الضريبية والإقرارات",2,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
tcf.define,dictionary,bound_page,page:Tickets/ticket_types_config.php,"إعدادات البلاغات — الأنواع والمهل والتصعيد",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
tech.approve,dictionary,declared_unbuilt,,"جاهزية المعدات للتشغيل",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
tech.assign,dictionary,bound_page,page:Maintenance/workshop.php,"الورش والفنيون",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
tech.block,dictionary,declared_unbuilt,,"جاهزية المعدات للتشغيل",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
terms.set,dictionary,alias,terms.set,"أحكام العقد — العملات والمقدم والمهل",2,"tools/cnt19_probe.php | database/migrations/2027_05_20_upgrade_declared_actions.php","bound — مربوطٌ بمعالجٍ حي"
ticket.ack,dictionary,declared_unbuilt,,"بلاغات إدارتي",2,"tools/wfm_backfill_tickets.php | app/Services/Tickets/TicketRouter.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
ticket.admin.close,dictionary,alias,ticket.admin_close,"إغلاق البلاغ وتأكيده",0,,"bound — مربوطٌ بمعالجٍ حي"
ticket.branch,dictionary,bound_page,page:Tickets/ticket_workstreams_board.php,"تحويل البلاغ وتفريعه لمسارات",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
ticket.classify,dictionary,alias,ticket.classify,"بلاغات المركز",1,tools/nav09_import_actions.php,"bound — مربوطٌ بمعالجٍ حي"
ticket.confirm,dictionary,alias,ticket.admin_close,"إغلاق البلاغ وتأكيده",0,,"bound — مربوطٌ بمعالجٍ حي"
ticket.done,dictionary,declared_unbuilt,,"بلاغات إدارتي",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
ticket.open,dictionary,alias,ticket.classify,"أبلغ عن مشكلة من هذه الشاشة",1,tools/nav09_import_actions.php,"bound — مربوطٌ بمعالجٍ حي"
ticket.transfer,dictionary,bound_page,page:Tickets/ticket_workstreams_board.php,"تحويل البلاغ وتفريعه لمسارات",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
tpl.generate,dictionary,bound_page,page:Tickets/ticket_recurrence.php,"البلاغات الدورية المولَّدة",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
trace.follow,dictionary,bound_page,"FinRequests/effect_map.php (قارئ — صفحته الحية)","تتبّع الأثر من الواقعة إلى القيد",4,"tools/m10_ac_gate.php | tools/u12_setup.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
transfer.deliver,dictionary,bound_page,page:Transport/transfer_arrival.php,Transport,0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
transport.request.submit,dictionary,bound_page,page:Transport/transfer_requests.php,"طلبات الترحيل",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
treas.transfer,dictionary,bound_page,page:Finance/accounts_fin.php,"الخزينة والصناديق",2,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
