role_id	role	uid	seq	group	label	href	route	matrix_n	status	canonical
13	ادارة الصيانة	19	27	متابعة الصيانة	صندوق ما ينتظر اعتمادي	../Finance/approvals_inbox.php	Finance/approvals_inbox.php	331	APPROVED	صندوق ما ينتظر اعتمادي
13	ادارة الصيانة	19	28	تقارير الصيانة والإعدادات	ميزانية إدارتي	../Finance/budget_dept.php	Finance/budget_dept.php	230	APPROVED	ميزانية إدارتي — التمويل
13	ادارة الصيانة	19	29	تقارير الصيانة والإعدادات	إنجاز الإدارة	../Portal/dept_achievement.php	Portal/dept_achievement.php	231	APPROVED	إنجاز الإدارة
13	ادارة الصيانة	19	30	تقارير الصيانة والإعدادات	مركز التقارير	../emsreports/index.php	emsreports/index.php	19	PENDING_DEDUP	مركز التقارير — الحوكمة
13	ادارة الصيانة	19	31	فريق العمل	إدارة المعاونين	../main/project_users.php	main/project_users.php	358	PENDING_OWNER	إدارة المعاونين
13	ادارة الصيانة	19	32	فريق العمل	مساحة عملي	../main/my_workspace.php	main/my_workspace.php	349	APPROVED	مساحة عملي
13	ادارة الصيانة	19	33	العمل اليومي	طلب مالي جديد	../FinRequests/request_form.php	FinRequests/request_form.php	130	PENDING_OWNER	طلب مالي جديد
13	ادارة الصيانة	19	34	العمل اليومي	إعدادات الصيانة	../Maintenance/master_data.php	Maintenance/master_data.php	281	APPROVED	إعدادات الصيانة
13	ادارة الصيانة	19	35	العمل اليومي	سجل الأحداث المالية	../Finance/events_list_fin.php	Finance/events_list_fin.php	123	APPROVED	سجل الأحداث المالية
13	ادارة الصيانة	19	36	العمل اليومي	ميزانية إدارتي	../Finance/budget_form_fin.php	Finance/budget_form_fin.php	124	PENDING_OWNER	ميزانية إدارتي — المالية
13	ادارة الصيانة	19	37	العمل اليومي	التكاليف والربحية	../Finance/cost_report_fin.php	Finance/cost_report_fin.php	119	APPROVED	التكاليف والربحية بالمركز
13	ادارة الصيانة	19	38	العمل اليومي	لوحة الإدارة	../Maintenance/dashboard_mnt.php	Maintenance/dashboard_mnt.php	280	APPROVED	لوحة الإدارة — الصيانة
13	ادارة الصيانة	19	39	المتابعة والموافقات	موافقات إدارتي	../FinRequests/dept_inbox.php	FinRequests/dept_inbox.php	144	APPROVED	موافقات إدارتي
13	ادارة الصيانة	19	40	المخاطر	مساحة مخاطر الإدارة	../Risk/dept_risk_space.php	Risk/dept_risk_space.php	74	PENDING_OWNER	مساحة مخاطر الإدارة
15	إدارة الصلاحيات	56	1	لوحة الإدارة	الرئيسية	../main/role_board.php	main/role_board.php	354	PENDING_OWNER	الرئيسية — الشخصية — التقارير والتحليلات
15	إدارة الصلاحيات	56	2	لوحة الإدارة	المراسلات	../chats/index.php	chats/index.php	351	PENDING_OWNER	المراسلات
15	إدارة الصلاحيات	56	3	لوحة الإدارة	مهامي	../Portal/my_tasks.php	Portal/my_tasks.php	2	APPROVED	مهامي
15	إدارة الصلاحيات	56	4	لوحة الإدارة	إنجازي	../Portal/my_achievement.php	Portal/my_achievement.php	3	APPROVED	إنجازي
15	إدارة الصلاحيات	56	5	لوحة الإدارة	بوابتي	../Portal/my_portal.php	Portal/my_portal.php	348	APPROVED	بوابتي
15	إدارة الصلاحيات	56	6	لوحة الإدارة	طلباتي	../FinRequests/my_requests.php	FinRequests/my_requests.php	4	APPROVED	طلباتي
15	إدارة الصلاحيات	56	7	الكيانات والملكية	سجل الشركات والكيانات	../Governance/entities_registry.php	Governance/entities_registry.php	63	PENDING_OWNER	سجل الشركات والكيانات
15	إدارة الصلاحيات	56	8	الكيانات والملكية	سجل الأسماء المعتمدة	../Governance/canonical_names.php	Governance/canonical_names.php	36	APPROVED	سجل الأسماء المعتمدة
15	إدارة الصلاحيات	56	9	الكيانات والملكية	علاقات الملكية بين الكيانات	../Financing/ownership_links.php	Financing/ownership_links.php	228	APPROVED	علاقات الملكية بين الكيانات
15	إدارة الصلاحيات	56	10	الكيانات والملكية	التراخيص والكفالات	../Governance/licenses_guarantees.php	Governance/licenses_guarantees.php	62	PENDING_OWNER	التراخيص والكفالات
15	إدارة الصلاحيات	56	11	التفويض بالتوقيع	التفويض بالتوقيع	../Governance/signing_authority.php	Governance/signing_authority.php	57	PENDING_OWNER	التفويض بالتوقيع
15	إدارة الصلاحيات	56	12	الحسابات والأدوار	حسابات المستخدمين	../main/users.php	main/users.php	37	APPROVED	حسابات المستخدمين
15	إدارة الصلاحيات	56	13	الحسابات والأدوار	الأدوار وقوالب صلاحياتها	../Settings/roles.php	Settings/roles.php	38	APPROVED	الأدوار وقوالب صلاحياتها
15	إدارة الصلاحيات	56	14	الحسابات والأدوار	حسابات بوابة الأطراف الخارجية	../Governance/portal_users.php	Governance/portal_users.php	39	APPROVED	حسابات بوابة الأطراف الخارجية
15	إدارة الصلاحيات	56	15	الحسابات والأدوار	المعاونون والنيابة المؤقتة	../main/all_assistants.php	main/all_assistants.php	357	PENDING_OWNER	المعاونون والنيابة المؤقتة
15	إدارة الصلاحيات	56	16	الحسابات والأدوار	الهيكل التنظيمي والمسميات	../admin/org_structure.php	admin/org_structure.php	40	APPROVED	الهيكل التنظيمي والمسميات
15	إدارة الصلاحيات	56	17	الحسابات والأدوار	التكليفات التنظيمية	../admin/org_assignments.php	admin/org_assignments.php	41	APPROVED	التكليفات التنظيمية
15	إدارة الصلاحيات	56	18	الظهور والبوابة والصفحات	من يرى ماذا ومكوّنات البوابة	../Portal/visibility_keys.php	Portal/visibility_keys.php	359	PENDING_OWNER	من يرى ماذا ومكوّنات البوابة
15	إدارة الصلاحيات	56	19	الظهور والبوابة والصفحات	صفحات النظام والإدارات	../Settings/modules.php	Settings/modules.php	69	APPROVED	صفحات النظام والإدارات
15	إدارة الصلاحيات	56	20	الظهور والبوابة والصفحات	أنماط تفعيل المزايا	../Governance/activation_patterns.php	Governance/activation_patterns.php	61	APPROVED	أنماط تفعيل المزايا
15	إدارة الصلاحيات	56	21	المنع والاستثناء	تصنيف قواعد المنع	../Governance/guards.php	Governance/guards.php	25	APPROVED	تصنيف قواعد المنع — الحوكمة — الالتزام والامتثال
15	إدارة الصلاحيات	56	22	المنع والاستثناء	سياسات الحقول الحساسة	../Governance/sensitive_fields.php	Governance/sensitive_fields.php	26	APPROVED	سياسات الحقول الحساسة
15	إدارة الصلاحيات	56	23	المنع والاستثناء	طلبات الاستثناء	../Governance/exceptions.php	Governance/exceptions.php	27	APPROVED	طلبات الاستثناء
15	إدارة الصلاحيات	56	24	المنع والاستثناء	صلاحية الطوارئ اللحظية (كسر الزجاج)	../Governance/break_glass.php	Governance/break_glass.php	28	APPROVED	صلاحية الطوارئ اللحظية (كسر الزجاج)
15	إدارة الصلاحيات	56	25	المنع والاستثناء	صندوق ما ينتظر اعتمادي	../Finance/approvals_inbox.php	Finance/approvals_inbox.php	331	APPROVED	صندوق ما ينتظر اعتمادي
15	إدارة الصلاحيات	56	26	التدقيق والمراجعة	سجل التدقيق والاطّلاع	../ActivityLogs/activity_logs.php	ActivityLogs/activity_logs.php	42	APPROVED	سجل التدقيق والاطّلاع
15	إدارة الصلاحيات	56	27	التدقيق والمراجعة	المحاولات الممنوعة	../Governance/guard_denials.php	Governance/guard_denials.php	29	APPROVED	المحاولات الممنوعة
15	إدارة الصلاحيات	56	28	التدقيق والمراجعة	دورة المراجعة الدورية للصلاحيات	../Governance/access_review.php	Governance/access_review.php	30	APPROVED	دورة المراجعة الدورية للصلاحيات
15	إدارة الصلاحيات	56	29	التدقيق والمراجعة	حدود المبالغ	../Governance/authority_caps.php	Governance/authority_caps.php	60	PENDING_OWNER	حدود المبالغ
15	إدارة الصلاحيات	56	30	التدقيق والمراجعة	تفسير مصدر الصلاحية	../Governance/perm_explain.php	Governance/perm_explain.php	31	APPROVED	تفسير مصدر الصلاحية
15	إدارة الصلاحيات	56	31	التدقيق والمراجعة	فصل الواجبات المتعارضة	../admin/sec_governance.php	admin/sec_governance.php	32	APPROVED	فصل الواجبات المتعارضة
15	إدارة الصلاحيات	56	32	التدقيق والمراجعة	سجل العقود الموحَّد	../Workforce/contract_registry.php	Workforce/contract_registry.php	10	APPROVED	سجل العقود الموحَّد
15	إدارة الصلاحيات	56	33	بنية المستندات	سجل أنواع المستندات	../Governance/doc_types.php	Governance/doc_types.php	49	APPROVED	سجل أنواع المستندات
15	إدارة الصلاحيات	56	34	بنية المستندات	حالات المستندات وانتقالاتها	../Governance/state_machines.php	Governance/state_machines.php	50	APPROVED	حالات المستندات وانتقالاتها
15	إدارة الصلاحيات	56	35	التأسيس والإصدار	وضع التأسيس وإغلاقه	../Portal/founding_mode.php	Portal/founding_mode.php	15	APPROVED	وضع التأسيس وإغلاقه
15	إدارة الصلاحيات	56	36	التأسيس والإصدار	بصمة الإصدار وتقرير النشر	../Portal/release_stamp.php	Portal/release_stamp.php	16	APPROVED	بصمة الإصدار وتقرير النشر
15	إدارة الصلاحيات	56	37	متابعة وتقارير الحوكمة	بلاغات إدارتي	../Tickets/dept_inbox.php	Tickets/dept_inbox.php	334	APPROVED	صندوقُ بلاغاتِ الإدارة
15	إدارة الصلاحيات	56	38	متابعة وتقارير الحوكمة	أبلغ عن مشكلة من هذه الشاشة	../Tickets/ticket_contextual_open.php	Tickets/ticket_contextual_open.php	332	APPROVED	أبلغ عن مشكلة من هذه الشاشة
15	إدارة الصلاحيات	56	39	متابعة وتقارير الحوكمة	ميزانية إدارتي	../Finance/budget_dept.php	Finance/budget_dept.php	230	APPROVED	ميزانية إدارتي — التمويل
15	إدارة الصلاحيات	56	40	متابعة وتقارير الحوكمة	إنجاز الإدارة	../Portal/dept_achievement.php	Portal/dept_achievement.php	231	APPROVED	إنجاز الإدارة
15	إدارة الصلاحيات	56	41	متابعة وتقارير الحوكمة	مركز التقارير	../emsreports/index.php	emsreports/index.php	19	PENDING_DEDUP	مركز التقارير — الحوكمة
15	إدارة الصلاحيات	56	42	نراقب الأحداثَ والمهام	صندوق الأحداث الصادر	../Governance/bus_outbox.php	Governance/bus_outbox.php	52	APPROVED	صندوق الأحداث الصادر
15	إدارة الصلاحيات	56	43	نراقب الأحداثَ والمهام	تسليمات الأحداث وحالاتها	../Governance/bus_deliveries.php	Governance/bus_deliveries.php	53	APPROVED	تسليمات الأحداث وحالاتها
15	إدارة الصلاحيات	56	44	نراقب الأحداثَ والمهام	لوحة الناقل	../Governance/bus_board.php	Governance/bus_board.php	45	APPROVED	لوحة الناقل
15	إدارة الصلاحيات	56	45	نراقب الأحداثَ والمهام	مركز الحوكمة التقني	../Governance/tech_gov_center.php	Governance/tech_gov_center.php	59	APPROVED	مركز الحوكمة التقني
15	إدارة الصلاحيات	56	46	نراقب الأحداثَ والمهام	النظام التصميمي	../Governance/design_system.php	Governance/design_system.php	58	APPROVED	النظام التصميمي
15	إدارة الصلاحيات	56	47	نراقب الأحداثَ والمهام	قوالب الصلاحيات	../Governance/auth_profiles.php	Governance/auth_profiles.php	65	PENDING_OWNER	قوالب الصلاحيات
15	إدارة الصلاحيات	56	48	نراقب الأحداثَ والمهام	منح الصلاحية	../Governance/auth_grants.php	Governance/auth_grants.php	66	APPROVED	منح الصلاحية
15	إدارة الصلاحيات	56	49	نراقب الأحداثَ والمهام	جلسات النيابة	../Governance/impersonations.php	Governance/impersonations.php	43	PENDING_OWNER	جلسات النيابة
15	إدارة الصلاحيات	56	50	نراقب الأحداثَ والمهام	طابور المهام	../Governance/job_queue.php	Governance/job_queue.php	54	APPROVED	طابور المهام
15	إدارة الصلاحيات	56	51	نراقب الأحداثَ والمهام	جدولة المهام الدورية	../Governance/job_schedule.php	Governance/job_schedule.php	55	APPROVED	جدولة المهام الدورية
15	إدارة الصلاحيات	56	52	نراقب الأحداثَ والمهام	الاستعادة ومحضرها	../Governance/dr_restore.php	Governance/dr_restore.php	56	APPROVED	الاستعادة ومحضرها
15	إدارة الصلاحيات	56	53	إضافاتُ المالك	سجل الأمان	../Governance/security_log.php	Governance/security_log.php	44	APPROVED	سجل الأمان
15	إدارة الصلاحيات	56	54	فريق العمل	إدارة المعاونين	../main/project_users.php	main/project_users.php	358	PENDING_OWNER	إدارة المعاونين
15	إدارة الصلاحيات	56	55	خارج الوثيقة — بانتظار قرار المالك	مساحة عملي	../main/my_workspace.php	main/my_workspace.php	349	APPROVED	مساحة عملي
15	إدارة الصلاحيات	56	56	العمل اليومي	طلب مالي جديد	../FinRequests/request_form.php	FinRequests/request_form.php	130	PENDING_OWNER	طلب مالي جديد
15	إدارة الصلاحيات	56	57	العمل اليومي	ميزانية إدارتي	../Finance/budget_form_fin.php	Finance/budget_form_fin.php	124	PENDING_OWNER	ميزانية إدارتي — المالية
15	إدارة الصلاحيات	56	58	المتابعة والموافقات	موافقات إدارتي	../FinRequests/dept_inbox.php	FinRequests/dept_inbox.php	144	APPROVED	موافقات إدارتي
15	إدارة الصلاحيات	56	59	السجلات الرئيسية	معالج إعداد الموظف	../admin/sec_employee_wizard.php	admin/sec_employee_wizard.php	68	PENDING_OWNER	معالج إعداد الموظف
16	إدارة المشتريات	71	1	لوحة الإدارة	الرئيسية	../main/role_board.php	main/role_board.php	354	PENDING_OWNER	الرئيسية — الشخصية — التقارير والتحليلات
16	إدارة المشتريات	71	2	لوحة الإدارة	المراسلات	../chats/index.php	chats/index.php	351	PENDING_OWNER	المراسلات
16	إدارة المشتريات	71	3	لوحة الإدارة	مهامي	../Portal/my_tasks.php	Portal/my_tasks.php	2	APPROVED	مهامي
16	إدارة المشتريات	71	4	لوحة الإدارة	إنجازي	../Portal/my_achievement.php	Portal/my_achievement.php	3	APPROVED	إنجازي
16	إدارة المشتريات	71	5	لوحة الإدارة	بوابتي	../Portal/my_portal.php	Portal/my_portal.php	348	APPROVED	بوابتي
16	إدارة المشتريات	71	6	لوحة الإدارة	طلباتي	../FinRequests/my_requests.php	FinRequests/my_requests.php	4	APPROVED	طلباتي
16	إدارة المشتريات	71	7	استقبال الاحتياج	طلبات الشراء	../Procurement/requests_proc.php	Procurement/requests_proc.php	284	APPROVED	طلبات الشراء
16	إدارة المشتريات	71	8	استقبال الاحتياج	أرصدة المخزون بحالاتها	../Procurement/stock_proc.php	Procurement/stock_proc.php	289	APPROVED	أرصدة المخزون بحالاتها
16	إدارة المشتريات	71	9	استقبال الاحتياج	كتالوج الأصناف والقطع الحرجة	../Procurement/items_proc.php	Procurement/items_proc.php	292	PENDING_OWNER	كتالوج الأصناف والقطع الحرجة
16	إدارة المشتريات	71	10	العروض والترسية	طلب العروض ومقارنتها	../Procurement/rfq_compare_award.php	Procurement/rfq_compare_award.php	288	APPROVED	طلب العروض ومقارنتها
16	إدارة المشتريات	71	11	العروض والترسية	سجل الموردين	../Suppliers/suppliers.php	Suppliers/suppliers.php	245	APPROVED	سجل الموردين
16	إدارة المشتريات	71	12	أمر الشراء	أوامر الشراء	../Procurement/orders_proc.php	Procurement/orders_proc.php	283	APPROVED	أوامر الشراء
16	إدارة المشتريات	71	13	الاستلام والمطابقة	الاستلام المؤقت قبل الإدخال	../Procurement/wh_receipt.php	Procurement/wh_receipt.php	296	APPROVED	الاستلام المؤقت قبل الإدخال
16	إدارة المشتريات	71	14	الاستلام والمطابقة	مطابقة الفاتورة بالأمر والاستلام	../Procurement/po_match.php	Procurement/po_match.php	285	APPROVED	مطابقة الفاتورة بالأمر والاستلام
16	إدارة المشتريات	71	15	الاستلام والمطابقة	طلبات الدفع والسداد	../Finance/payments_fin.php	Finance/payments_fin.php	109	APPROVED	طلبات الدفع والسداد
16	إدارة المشتريات	71	16	متابعة المشتريات	بلاغات إدارتي	../Tickets/dept_inbox.php	Tickets/dept_inbox.php	334	APPROVED	صندوقُ بلاغاتِ الإدارة
16	إدارة المشتريات	71	17	متابعة المشتريات	أبلغ عن مشكلة من هذه الشاشة	../Tickets/ticket_contextual_open.php	Tickets/ticket_contextual_open.php	332	APPROVED	أبلغ عن مشكلة من هذه الشاشة
16	إدارة المشتريات	71	18	متابعة المشتريات	صندوق ما ينتظر اعتمادي	../Finance/approvals_inbox.php	Finance/approvals_inbox.php	331	APPROVED	صندوق ما ينتظر اعتمادي
16	إدارة المشتريات	71	19	سجلات وتقارير المشتريات	ميزانية إدارتي	../Finance/budget_dept.php	Finance/budget_dept.php	230	APPROVED	ميزانية إدارتي — التمويل
16	إدارة المشتريات	71	20	سجلات وتقارير المشتريات	إنجاز الإدارة	../Portal/dept_achievement.php	Portal/dept_achievement.php	231	APPROVED	إنجاز الإدارة
16	إدارة المشتريات	71	21	سجلات وتقارير المشتريات	مركز التقارير	../emsreports/index.php	emsreports/index.php	19	PENDING_DEDUP	مركز التقارير — الحوكمة
16	إدارة المشتريات	71	22	فريق العمل	إدارة المعاونين	../main/project_users.php	main/project_users.php	358	PENDING_OWNER	إدارة المعاونين
16	إدارة المشتريات	71	23	فريق العمل	مساحة عملي	../main/my_workspace.php	main/my_workspace.php	349	APPROVED	مساحة عملي
16	إدارة المشتريات	71	24	العمل اليومي	لوحة الإدارة	../Procurement/dashboard_proc.php	Procurement/dashboard_proc.php	290	PENDING_OWNER	لوحة الإدارة (dashboard_proc)
16	إدارة المشتريات	71	25	العمل اليومي	الاستلام المؤقت	../Procurement/receipt_custody_proc.php	Procurement/receipt_custody_proc.php	287	APPROVED	الاستلام المؤقت
16	إدارة المشتريات	71	26	العمل اليومي	صرف المخزون والعهدة	../Procurement/issue_proc.php	Procurement/issue_proc.php	286	APPROVED	صرف مواد من المخزن
16	إدارة المشتريات	71	27	العمل اليومي	حدود إعادة الطلب	../Procurement/reordering_proc.php	Procurement/reordering_proc.php	293	PENDING_OWNER	حدود إعادة الطلب
16	إدارة المشتريات	71	28	العمل اليومي	موردو المشتريات	../Procurement/suppliers_proc.php	Procurement/suppliers_proc.php	294	PENDING_OWNER	موردو المشتريات
16	إدارة المشتريات	71	29	العمل اليومي	البيانات المرجعية	../Procurement/master_data_proc.php	Procurement/master_data_proc.php	295	PENDING_OWNER	المخازن وأنواعها
16	إدارة المشتريات	71	30	العمل اليومي	سجل الأحداث المالية	../Finance/events_list_fin.php	Finance/events_list_fin.php	123	APPROVED	سجل الأحداث المالية
16	إدارة المشتريات	71	31	العمل اليومي	ميزانية إدارتي	../Finance/budget_form_fin.php	Finance/budget_form_fin.php	124	PENDING_OWNER	ميزانية إدارتي — المالية
16	إدارة المشتريات	71	32	العمل اليومي	طلبات عروض الموردين	../Suppliers/rfq_requests.php	Suppliers/rfq_requests.php	243	APPROVED	طلبات عروض الموردين
16	إدارة المشتريات	71	33	العمل اليومي	طلب مالي جديد	../FinRequests/request_form.php	FinRequests/request_form.php	130	PENDING_OWNER	طلب مالي جديد
16	إدارة المشتريات	71	34	المتابعة والموافقات	موافقات إدارتي	../FinRequests/dept_inbox.php	FinRequests/dept_inbox.php	144	APPROVED	موافقات إدارتي
16	إدارة المشتريات	71	35	المخاطر	مساحة مخاطر الإدارة	../Risk/dept_risk_space.php	Risk/dept_risk_space.php	74	PENDING_OWNER	مساحة مخاطر الإدارة
17	إدارة المالية	72	1	لوحة الإدارة	الرئيسية	../main/role_board.php	main/role_board.php	354	PENDING_OWNER	الرئيسية — الشخصية — التقارير والتحليلات
17	إدارة المالية	72	2	لوحة الإدارة	المراسلات	../chats/index.php	chats/index.php	351	PENDING_OWNER	المراسلات
17	إدارة المالية	72	3	لوحة الإدارة	مهامي	../Portal/my_tasks.php	Portal/my_tasks.php	2	APPROVED	مهامي
17	إدارة المالية	72	4	لوحة الإدارة	إنجازي	../Portal/my_achievement.php	Portal/my_achievement.php	3	APPROVED	إنجازي
17	إدارة المالية	72	5	لوحة الإدارة	بوابتي	../Portal/my_portal.php	Portal/my_portal.php	348	APPROVED	بوابتي
17	إدارة المالية	72	6	لوحة الإدارة	طلباتي	../FinRequests/my_requests.php	FinRequests/my_requests.php	4	APPROVED	طلباتي
17	إدارة المالية	72	7	تحويل العمل إلى مستحق	فحص شروط الاستحقاق	../Finance/entitlement_gate.php	Finance/entitlement_gate.php	114	APPROVED	فحص شروط الاستحقاق
17	إدارة المالية	72	8	تحويل العمل إلى مستحق	توليد المستحق من العمل المعتمد	../Finance/entitlement.php	Finance/entitlement.php	115	APPROVED	توليد المستحق من العمل المعتمد
17	إدارة المالية	72	9	تحويل العمل إلى مستحق	الإقفال الشهري للوحدة	../Operations/monthly_close.php	Operations/monthly_close.php	269	APPROVED	الإقفال الشهري للوحدة
17	إدارة المالية	72	10	تحويل العمل إلى مستحق	تسجيل التايم شيت والإنتاج	../Timesheet/timesheet.php	Timesheet/timesheet.php	341	APPROVED	تسجيل التايم شيت والإنتاج — الموقع
17	إدارة المالية	72	11	تحويل العمل إلى مستحق	صندوق ما ينتظر اعتمادي	../Finance/approvals_inbox.php	Finance/approvals_inbox.php	331	APPROVED	صندوق ما ينتظر اعتمادي
17	إدارة المالية	72	12	الإيراد والفوترة	المستخلصات والمطالبات	../Contracts/claims.php	Contracts/claims.php	213	APPROVED	المستخلصات والمطالبات
17	إدارة المالية	72	13	الإيراد والفوترة	فواتير العملاء	../Contracts/tax_invoices.php	Contracts/tax_invoices.php	107	APPROVED	الفاتورة الضريبية والإقرارات
17	إدارة المالية	72	14	الإيراد والفوترة	ذمم العملاء وأعمارها	../Contracts/collections.php	Contracts/collections.php	186	APPROVED	ذمم العملاء وأعمارها
17	إدارة المالية	72	15	الإيراد والفوترة	عقود العملاء	../Contracts/contracts.php	Contracts/contracts.php	197	APPROVED	عقود العملاء
17	إدارة المالية	72	16	الإيراد والفوترة	أحكام العقد — العملات والمقدم والمهل	../Contracts/contract_card.php	Contracts/contract_card.php	215	APPROVED	أحكام العقد — العملات والمقدم والمهل
17	إدارة المالية	72	17	المصروف والدفع	طلبات الدفع والسداد	../Finance/payments_fin.php	Finance/payments_fin.php	109	APPROVED	طلبات الدفع والسداد
17	إدارة المالية	72	18	المصروف والدفع	ذمم الموردين والمستحقات	../Finance/dues_fin.php	Finance/dues_fin.php	108	APPROVED	ذمم الموردين والمستحقات
17	إدارة المالية	72	19	المصروف والدفع	تسويات ومستحقات الموردين	../Suppliers/settlements.php	Suppliers/settlements.php	236	APPROVED	تسويات ومستحقات الموردين
17	إدارة المالية	72	20	المصروف والدفع	كشف حساب المورد الشهري	../Finance/supplier_statement_fin.php	Finance/supplier_statement_fin.php	159	PENDING_OWNER	كشف حساب المورد الشهري
17	إدارة المالية	72	21	المصروف والدفع	مسيّر الرواتب	../Workforce/payroll_runs.php	Workforce/payroll_runs.php	326	PENDING_OWNER	مسيّر الرواتب
17	إدارة المالية	72	22	التكلفة والتحميل	أوامر الصيانة	../Maintenance/orders.php	Maintenance/orders.php	278	APPROVED	أوامر الصيانة
17	إدارة المالية	72	23	التكلفة والتحميل	صرف مواد من المخزن	../Procurement/issue_proc.php	Procurement/issue_proc.php	286	APPROVED	صرف مواد من المخزن
17	إدارة المالية	72	24	التكلفة والتحميل	أرصدة المخزون بحالاتها	../Procurement/stock_proc.php	Procurement/stock_proc.php	289	APPROVED	أرصدة المخزون بحالاتها
17	إدارة المالية	72	25	التكلفة والتحميل	إقفال الأمر وتحميل تكلفته	../Transport/transfer_close_cost.php	Transport/transfer_close_cost.php	302	APPROVED	إقفال الأمر وتحميل تكلفته
17	إدارة المالية	72	26	التكلفة والتحميل	توزيع تكلفة التمويل على المشاريع	../Financing/cost_allocation.php	Financing/cost_allocation.php	234	APPROVED	توزيع تكلفة التمويل على المشاريع
17	إدارة المالية	72	27	التكلفة والتحميل	الإهلاك والقيمة الدفترية	../Finance/assets_fin.php	Finance/assets_fin.php	120	APPROVED	الإهلاك والقيمة الدفترية
17	إدارة المالية	72	28	الخزينة والمطابقة	الخزينة والصناديق	../Finance/accounts_fin.php	Finance/accounts_fin.php	170	PENDING_OWNER	الخزينة والصناديق
17	إدارة المالية	72	29	الخزينة والمطابقة	المطابقة البنكية	../Finance/bank_reconciliation_fin.php	Finance/bank_reconciliation_fin.php	122	APPROVED	المطابقة البنكية
17	إدارة المالية	72	30	الخزينة والمطابقة	أسعار الصرف	../Finance/currencies_fin.php	Finance/currencies_fin.php	169	PENDING_OWNER	أسعار الصرف
17	إدارة المالية	72	31	الخزينة والمطابقة	التدفق النقدي والتنبؤ	../Finance/cash_forecast_fin.php	Finance/cash_forecast_fin.php	121	APPROVED	التدفق النقدي والتنبؤ
17	إدارة المالية	72	32	القيود والدفاتر	مهام المحاسب اليومية	../FinRequests/accountant_desk.php	FinRequests/accountant_desk.php	106	APPROVED	مهام المحاسب اليومية
17	إدارة المالية	72	33	القيود والدفاتر	القيود اليومية	../Finance/journal_form_fin.php	Finance/journal_form_fin.php	141	APPROVED	القيود اليومية
17	إدارة المالية	72	34	القيود والدفاتر	دليل الحسابات ومراكز التكلفة	../Finance/management_accounting_fin.php	Finance/management_accounting_fin.php	142	APPROVED	دليل الحسابات ومراكز التكلفة
17	إدارة المالية	72	35	القيود والدفاتر	الفاتورة الضريبية والإقرارات	../Contracts/tax_invoices.php#2	Contracts/tax_invoices.php	107	APPROVED	الفاتورة الضريبية والإقرارات
17	إدارة المالية	72	36	الإقفال والموازنة	إقفال الفترة المحاسبية	../Finance/periods_fin.php	Finance/periods_fin.php	112	APPROVED	إقفال الفترة المحاسبية
17	إدارة المالية	72	37	الإقفال والموازنة	الموازنة العامة	../Finance/budget_master.php	Finance/budget_master.php	6	APPROVED	الموازنة العامة
17	إدارة المالية	72	38	الإقفال والموازنة	ميزانية إدارتي	../Finance/budget_dept.php	Finance/budget_dept.php	230	APPROVED	ميزانية إدارتي — التمويل
17	إدارة المالية	72	39	الإقفال والموازنة	القوائم المالية	../Finance/financial_statements_fin.php	Finance/financial_statements_fin.php	113	APPROVED	القوائم المالية
17	إدارة المالية	72	40	الإقفال والموازنة	مخصص الصيانة والعمرات	../Finance/maintenance_provision_fin.php	Finance/maintenance_provision_fin.php	164	PENDING_OWNER	مخصص الصيانة والعمرات
17	إدارة المالية	72	41	متابعة وتقارير المالية	هامش الربح للعقد والواقعة	../Reports/margin_report.php	Reports/margin_report.php	14	PENDING_OWNER	هامش الربح للعقد والواقعة
17	إدارة المالية	72	42	متابعة وتقارير المالية	التكاليف والربحية بالمركز	../Finance/cost_report_fin.php	Finance/cost_report_fin.php	119	APPROVED	التكاليف والربحية بالمركز
17	إدارة المالية	72	43	متابعة وتقارير المالية	متابعة انحراف المنفَّذ عن المخطط	../Finance/variance_monitor_fin.php	Finance/variance_monitor_fin.php	153	APPROVED	متابعة انحراف المنفَّذ عن المخطط
17	إدارة المالية	72	44	متابعة وتقارير المالية	زمن دورة الطلبات	../FinRequests/cycle_time_board.php	FinRequests/cycle_time_board.php	161	APPROVED	زمن دورة الطلبات
17	إدارة المالية	72	45	متابعة وتقارير المالية	تتبّع الأثر من الواقعة إلى القيد	../FinRequests/effect_map.php	FinRequests/effect_map.php	160	APPROVED	تتبّع الأثر من الواقعة إلى القيد
17	إدارة المالية	72	46	متابعة وتقارير المالية	بلاغات إدارتي	../Tickets/dept_inbox.php	Tickets/dept_inbox.php	334	APPROVED	صندوقُ بلاغاتِ الإدارة
17	إدارة المالية	72	47	متابعة وتقارير المالية	أبلغ عن مشكلة من هذه الشاشة	../Tickets/ticket_contextual_open.php	Tickets/ticket_contextual_open.php	332	APPROVED	أبلغ عن مشكلة من هذه الشاشة
17	إدارة المالية	72	48	متابعة وتقارير المالية	إنجاز الإدارة	../Portal/dept_achievement.php	Portal/dept_achievement.php	231	APPROVED	إنجاز الإدارة
17	إدارة المالية	72	49	متابعة وتقارير المالية	مركز التقارير	../emsreports/index.php	emsreports/index.php	19	PENDING_DEDUP	مركز التقارير — الحوكمة
17	إدارة المالية	72	50	إعدادات المالية	قواعد توجيه الطلبات المالية	../FinRequests/routing_admin.php	FinRequests/routing_admin.php	116	APPROVED	قواعد توجيه الطلبات المالية
