الشركة,"رقم الصف",التاريخ,النوع,الكمية,المشروع,المعدة,المرجع,الحالة
4,UNT-050445,2026-03-08,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-052308,2026-03-10,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050447,2026-03-10,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-050935,2026-03-10,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-052309,2026-03-11,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050448,2026-03-11,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-050936,2026-03-11,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-050449,2026-03-12,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-052310,2026-03-12,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050937,2026-03-12,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-052312,2026-03-14,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050451,2026-03-14,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-050939,2026-03-14,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-052313,2026-03-15,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050452,2026-03-15,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-050940,2026-03-15,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-050941,2026-03-16,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-052314,2026-03-16,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050453,2026-03-16,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-052316,2026-03-18,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050943,2026-03-18,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-050455,2026-03-18,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-052317,2026-03-19,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050944,2026-03-19,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-050456,2026-03-19,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-052318,2026-03-20,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050945,2026-03-20,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-050457,2026-03-20,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-052320,2026-03-22,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050947,2026-03-22,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-050459,2026-03-22,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-050948,2026-03-23,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-052321,2026-03-23,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050460,2026-03-23,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-050949,2026-03-24,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-050461,2026-03-24,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-052322,2026-03-24,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050463,2026-03-26,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-050951,2026-03-26,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-052324,2026-03-26,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052325,2026-03-27,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050464,2026-03-27,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-050952,2026-03-27,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-050465,2026-03-28,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-052326,2026-03-28,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050953,2026-03-28,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-052328,2026-03-30,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050955,2026-03-30,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-050467,2026-03-30,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-052329,2026-03-31,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050956,2026-03-31,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-050468,2026-03-31,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-052331,2026-04-02,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045132,2026-04-02,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-045133,2026-04-03,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-052332,2026-04-03,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045134,2026-04-04,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-052333,2026-04-04,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052335,2026-04-06,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045136,2026-04-06,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-052336,2026-04-07,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045137,2026-04-07,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-052337,2026-04-08,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045138,2026-04-08,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-045140,2026-04-10,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-052339,2026-04-10,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052340,2026-04-11,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045141,2026-04-11,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-045142,2026-04-12,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-052341,2026-04-12,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052343,2026-04-14,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045144,2026-04-14,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-052344,2026-04-15,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045145,2026-04-15,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-052345,2026-04-16,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045146,2026-04-16,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-052347,2026-04-18,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045148,2026-04-18,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-052348,2026-04-19,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045149,2026-04-19,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-052349,2026-04-20,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045150,2026-04-20,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-052351,2026-04-22,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045152,2026-04-22,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-052352,2026-04-23,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045153,2026-04-23,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-052353,2026-04-24,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045154,2026-04-24,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-045156,2026-04-26,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-052355,2026-04-26,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052356,2026-04-27,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045157,2026-04-27,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-052357,2026-04-28,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045158,2026-04-28,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-045160,2026-04-30,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,converted
4,UNT-052359,2026-04-30,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-045162,2026-05-02,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-045466,2026-05-02,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-044228,2026-05-02,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-052361,2026-05-02,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-044229,2026-05-03,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-052362,2026-05-03,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-045163,2026-05-03,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-045467,2026-05-03,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-044230,2026-05-04,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-045468,2026-05-04,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-052363,2026-05-04,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-045164,2026-05-04,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-045166,2026-05-06,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-045470,2026-05-06,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-044232,2026-05-06,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-052365,2026-05-06,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-052366,2026-05-07,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-044233,2026-05-07,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-045167,2026-05-07,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-045471,2026-05-07,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-045168,2026-05-08,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-045472,2026-05-08,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-044234,2026-05-08,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-052367,2026-05-08,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-045474,2026-05-10,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-044236,2026-05-10,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-052369,2026-05-10,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-045170,2026-05-10,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-044237,2026-05-11,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-045171,2026-05-11,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-052370,2026-05-11,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-045475,2026-05-11,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-045172,2026-05-12,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-052371,2026-05-12,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-045476,2026-05-12,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-044238,2026-05-12,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-052373,2026-05-14,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-044240,2026-05-14,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-045478,2026-05-14,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-045174,2026-05-14,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-045175,2026-05-15,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-045479,2026-05-15,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-044241,2026-05-15,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-052374,2026-05-15,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-045176,2026-05-16,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-044242,2026-05-16,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-052375,2026-05-16,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-045480,2026-05-16,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-052377,2026-05-18,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-045178,2026-05-18,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-045482,2026-05-18,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-044244,2026-05-18,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-052378,2026-05-19,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-045483,2026-05-19,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-045179,2026-05-19,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-044245,2026-05-19,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-044246,2026-05-20,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-045484,2026-05-20,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-052379,2026-05-20,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-045180,2026-05-20,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-045486,2026-05-22,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-045182,2026-05-22,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-052381,2026-05-22,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-044248,2026-05-22,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-045183,2026-05-23,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-044249,2026-05-23,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-052382,2026-05-23,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-045487,2026-05-23,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-045184,2026-05-24,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-052383,2026-05-24,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-045488,2026-05-24,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-044250,2026-05-24,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-052385,2026-05-26,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-045490,2026-05-26,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-044252,2026-05-26,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-045186,2026-05-26,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-052386,2026-05-27,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-045491,2026-05-27,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-045187,2026-05-27,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-044253,2026-05-27,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-045492,2026-05-28,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-044254,2026-05-28,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-045188,2026-05-28,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-052387,2026-05-28,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-052389,2026-05-30,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-044256,2026-05-30,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-045190,2026-05-30,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-045494,2026-05-30,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-052390,2026-05-31,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-045191,2026-05-31,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","ADET DH-3 Drilling Rig",UAT-B07,sales_approved
4,UNT-044257,2026-05-31,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-045495,2026-05-31,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1006",UAT-B07,sales_approved
4,UNT-051843,2026-06-02,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-052392,2026-06-02,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-050989,2026-06-02,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-044259,2026-06-02,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-050990,2026-06-03,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-044260,2026-06-03,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-051844,2026-06-03,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-052393,2026-06-03,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-051845,2026-06-04,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-044261,2026-06-04,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
